what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042380687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042385406
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386042396781
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386042396843
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1386042402984
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1386042403593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042403921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042409156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042409218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042409343
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1386042409359
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386042411156
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386042411203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1386042414234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1386042417109
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1386042419000
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1386042419484
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1386042419515
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1386042419546
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1386042419718
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1386042419921
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1386042420140
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1386042420359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1386042421171
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386042422625
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386042422625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1386042422640
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1386042425578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1386042426375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042428750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042433953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042434031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042434156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1386042434171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042436609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042441437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042441515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042441609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1386042441625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042449078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042455062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042455125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042455218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042462750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042468203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042468265
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042468375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042471750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042476562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042476625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1386042476734
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386042481109
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386042481156
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1386042482078
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386042482296
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386042482359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1386042486906
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1386042488562
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386042488750
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1386042490828
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386042491078
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1386042491125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1386042495718
